choice_numeric_unfiltered,trial_filter,stim_RT,stim_ACC,achoice,bchoice,cchoice,stim_choice,stim_choice_numeric,prob_1,prob_2,prob_3,best_choice,above_chance_diff,prob_switch_err,spont_switch_err,erratic_spont,explore_switch,error_NOS,perseverative
3,1,4611,0,0,0,1,C,3,NaN,NaN,NaN,0,NaN,0,0,0,0,0,0
2,1,1017,0,0,1,0,B,2,0,0,0,1,0,0,0,0,0,0,0
1,1,406,0,1,0,0,A,1,0,0,0,1,-0.333333333333333,1,0,0,0,0,0
3,1,544,0,0,0,1,C,3,0,0,0,1,-0.333333333333333,1,0,0,0,0,0
3,1,714,1,0,0,1,C,3,0,0,0,1,-0.666666666666667,0,0,0,0,0,0
2,1,648,1,0,1,0,B,2,0,0,0.2,0,-0.466666666666667,0,0,0,0,0,0
3,1,415,0,0,0,1,C,3,0,0.166666666666667,0.166666666666667,1,0.166666666666667,0,1,0,0,0,0
2,1,582,1,0,1,0,B,2,0,0.142857142857143,0.142857142857143,1,-0.19047619047619,0,0,0,0,0,0
2,1,407,1,0,1,0,B,2,0,0.25,0.125,1,-0.0833333333333333,0,0,0,0,0,0
1,1,383,1,1,0,0,A,1,0,0.333333333333333,0.111111111111111,0,0,0,0,0,0,0,0
1,1,361,1,1,0,0,A,1,0.1,0.3,0.1,0,-0.0333333333333333,0,0,0,0,0,0
1,1,348,1,1,0,0,A,1,0.2,0.3,0.1,0,-0.0333333333333333,0,0,0,0,0,0
3,1,465,0,0,0,1,C,3,0.3,0.3,0.1,0,-0.0333333333333333,0,1,0,0,0,0
2,1,595,0,0,1,0,B,2,0.3,0.3,0.1,1,0.3,0,0,0,0,0,0
2,1,563,1,0,1,0,B,2,0.3,0.3,0.1,1,-0.366666666666667,0,0,0,0,0,0
2,1,249,0,0,1,0,B,2,0.3,0.4,0,1,0.0666666666666667,0,0,0,0,1,0
2,1,659,1,0,1,0,B,2,0.3,0.3,0,1,-0.0333333333333333,0,0,0,0,0,0
1,1,419,1,1,0,0,A,1,0.3,0.4,0,0,0.0666666666666667,0,0,0,0,0,0
2,1,469,1,0,1,0,B,2,0.4,0.3,0,0,-0.266666666666667,0,0,0,0,0,0
1,1,691,1,1,0,0,A,1,0.4,0.3,0,1,0.0666666666666667,0,0,0,0,0,0
3,1,701,0,0,0,1,C,3,0.4,0.3,0,0,0.0666666666666667,0,1,1,0,0,0
3,1,359,0,0,0,1,C,3,0.3,0.3,0,0,0.3,0,0,0,0,1,0
